啊	啊	a·	不错啊，多美啊，快来啊，很好啊，小心啊	（助词）表示赞叹、惊叹、疑问、肯定、辩解、催促，停顿、列举等语气	
翠	翠	cuì	翠绿，翡翠		
瘁	瘁	cuì	心力交瘁，鞠躬尽瘁	过渡劳累	
错	錯	cuò	错误，犯错		
锉	銼	cuò	锉刀		
挫	挫	cuò	挫败，挫折		
措	措	cuò	措施，失措	处置，安放，筹划	
痤	痤	cuó	痤疮	暗疮，一种皮肤病	
汆	汆	cuān		把食物放进开水里稍微煮一下	
蹿	躥	cuān		向上跳，向前跳，喷射	
撺	攛	cuān		扔，抛掷，怂恿	
摧	摧	cuī	摧毁		
崔	崔	cuī		（姓）高大的样子	
催	催	cuī	催促		
衰	衰	cuī	衰序，等衰	次序，等级	
榱	榱	cuī		屋椽，椽子	
搓	搓	cuō	揉搓		
磋	磋	cuō	磋商，切磋		
撮	撮	cuō/cuò	撮合，撮口，撮要，公撮，一撮盐，一撮土，一撮芝麻，小撮坏人	（动词）聚合，聚拢，抓取，摘录，摘取；（方言，量词）手指抓取物的单位，极少的东西	
璀	璀	cuǐ	璀璨	光亮，色彩鲜明	
菜	菜	cài			
蔡	蔡	cài		（姓）	
灿	燦	càn	灿烂		
璨	璨	càn	璀璨		
粲	粲	càn	粲然，粲粲	鲜明美好的样子	
肏	肏	cào		（粗俗语）男子的性交动作	操
裁	裁	cái	裁判，裁减，独裁		
才	才	cái	才能，天才	能力	
财	財	cái			
材	材	cái	材料，木材		
才	才	cái	方才，刚才	刚刚	纔
惭	慚	cán	惭愧，羞惭		
蚕	蠶	cán	蚕丝，蚕茧，蚕豆		
残	殘	cán	残忍，凶残		
藏	藏	cáng	躲藏，隐藏，收藏	躲，收好	
嘈	嘈	cáo	嘈杂		
漕	漕	cáo	漕运	从内陆河流和海路运送官粮到朝廷和运送军粮到军区	
槽	槽	cáo	水槽		
曹	曹	cáo		（姓）	
螬	螬	cáo	蛴螬		
册	冊	cè	册子，手册		
恻	惻	cè	恻隐，凄恻	悲痛，悲伤	
厕	廁	cè	厕所，男厕		
侧	側	cè	侧面，外侧		
测	測	cè	测试，推测		
策	策	cè	策略，政策		
蹭	蹭	cèng	蹭蹬，磨蹭	拖延时间	
涔	涔	cén			
岑	岑	cén			
曾	曾	céng	曾经，未曾		
层	層	céng	层次，阶层		
嶒	嶒	céng	崚嶒	形容山高的样子	
次	次	cì	次数，次级，初次，再次		
刺	刺	cì	刺激，鱼刺		
伺	伺	cì	伺候	守候，服侍，照料	
赐	賜	cì/sì	赐教，赐予，恩赐		
瓷	瓷	cí	瓷器，陶瓷		
辞	辭	cí	辞职，辞行，辞典		
糍	糍	cí	糍粑		
词	詞	cí	词句，词典		
祠	祠	cí	祠堂，宗祠		
磁	磁	cí	磁铁，磁性，磁石		
慈	慈	cí	慈祥，慈悲，仁慈		
兹	茲	cí	龟兹	（古）国名	
茨	茨	cí			
雌	雌	cí/cī	雌雄		
凑	湊	còu	凑合，紧凑	聚合，聚集，会合，挨近，接近，赶，趁	
从	從	cóng	从前，从来，从没，从此，从事，从军，从速，从简，从宽，从严，跟从，服从，顺从，从头来过，力不从心	跟随，依顺，处理；由，自	
琮	琮	cóng			
丛	叢	cóng	丛林，丛书		
从	從	cóng/cōng	从容，从容不迫	舒缓不急，不紧张的样子	
从	從	cóng/zòng	从犯，从吏，随从，侍从，仆从，主从，从兄，从叔，主从关系	跟随的人，仆役；附和的，附加的；亲族同祖的	
醋	醋	cù	醋酸，吃醋		
蹙	蹙	cù	蹙眉		
簇	簇	cù	簇拥	聚成一团	
促	促	cù	促使，催促		
猝	猝	cù			
蹴	蹴	cù	一蹴而就	踢，踏	
酢	酢	cù	酬酢	醋	
寸	寸	cùn	寸步，分寸		
吋	吋	cùn		英寸	
存	存	cún	存在，生存		
擦	擦	cā			
猜	猜	cāi	猜想，乱猜		
参	參	cān	参加，参与，参见，参考，参阅，参观，参军，参赛	加入	
餐	餐	cān	餐厅，早餐		
仓	倉	cāng	仓库		
苍	蒼	cāng	苍白		
舱	艙	cāng	舱门，头舱		
沧	滄	cāng	沧桑，沧海		
伧	傖	cāng	伧俗	粗野鄙俗	
鸧	鶬	cāng	鸧鹒	黄鹂	
糙	糙	cāo	糙米，粗糙		
操	操	cāo	操作，体操	拿，掌握，锻炼，从事	
参	參	cēn	参差，参差不齐	大小不一，不整齐的样子	
疵	疵	cī	瑕疵		
差	差	cī	差等，参差，参差不齐	长短不齐	
跐	跐	cī	跐溜	脚下滑动	
呲	呲	cī	呲儿，挨呲	斥责，申斥	
粢	粢	cī	粢饭	一种用糯米做成的食品	
囱	囪	cōng	烟囱		
匆	匆	cōng	匆忙		
聪	聰	cōng	聪明		
葱	蔥	cōng	葱头，大葱		
枞	樅	cōng	枞树，枞酸	（树名）冷杉	
骢	驄	cōng	骢马	毛色青白相间的马	
粗	粗	cū			
村	村	cūn	村庄，乡村		邨
礤	礤	cǎ	礤床	粗石	
踩	踩	cǎi			
彩	綵	cǎi	彩带，剪彩		
采	采	cǎi	神采，丰采，兴高采烈	神态，神色，神情，精神	
睬	睬	cǎi	理睬		
采	採	cǎi	采访，采购，开采		
彩	彩	cǎi	彩色，色彩	各色的绸子	
惨	慘	cǎn	惨重，悲惨		
草	草	cǎo	草坪，青草		
此	此	cǐ	此处，彼此		
跐	跐	cǐ		踏，践踏，踩	
泚	泚	cǐ	泚笔，清泚	清澈或鲜明的样子	
玼	玼	cǐ	玼玼	颜色鲜明的样子	
忖	忖	cǔn	忖度，思忖	推测，思量	
跶	躂	da·	蹓跶，蹦跶		
瘩	瘩	da·	疙瘩		
繨	繨	da·	纥繨		
地	地	de·			
得	得	de·		（助词）	
的	的	de·	你的，他的		
奠	奠	diàn	奠定		
店	店	diàn	店铺，书店		
甸	甸	diàn	缅甸		
殿	殿	diàn	神殿		
钿	鈿	diàn	钿镜，宝钿，螺钿，翠钿，金钿	把金属、宝石等镶嵌在物体上面作装饰	
玷	玷	diàn	玷污	缺点，污点	
电	電	diàn	电力，闪电		
惦	惦	diàn	惦记		
佃	佃	diàn	佃农		
垫	墊	diàn	垫底，床垫		
淀	澱	diàn	淀粉，沉淀		
靛	靛	diàn	靛青，蓝靛	一种蓝色染料	
掉	掉	diào			
吊	弔	diào	吊唁，吊孝，吊丧	祭奠死者	
钓	釣	diào	钓鱼		
调	調	diào	调查，调动，调职，调遣，调离，调配，调子，曲调，腔调，低调，强调，声调，论调，情调，步调，单调		
吊	吊	diào	悬吊，吊桥，吊销	悬挂，悬挂的；收回，扣留	
铞	銱	diào	钌铞儿	扣住门窗等的铁片	
碟	碟	dié	碟子，飞碟		
叠	疊	dié	叠韵，重叠		
谍	諜	dié	谍报，间谍		
蝶	蝶	dié	蝶泳，蝴蝶		
牒	牒	dié	牒文，最后通牒		
迭	迭	dié	迭代，更迭		
耋	耋	dié	耄耋之年	年老，指七十或八十岁	
鲽	鰈	dié	鹣鲽情深	比目鱼的一种	
喋	喋	dié	喋血，喋喋不休		
瓞	瓞	dié	瓜瓞，绵绵瓜瓞	小瓜	
颠	顛	diān	颠倒		
巅	巔	diān	巅峰		
癫	癲	diān	癫痫，疯癫		
滇	滇	diān			
掂	掂	diān	掂量，掂斤播两	用手量东西的轻重	
刁	刁	diāo	刁难，刁钻	狡诈，狡猾	
雕	雕	diāo	雕刻，浮雕		彫
貂	貂	diāo	貂蝉，貂皮		
凋	凋	diāo	凋谢		
叼	叼	diāo			
碉	碉	diāo	碉堡，碉楼	一种防守用的建筑物	
鲷	鯛	diāo	真鲷，黑鲷	一种海鱼	
雕	鵰	diāo	海雕，猛雕	鹫，一种视力极强的猛禽	
爹	爹	diē	爹娘，老爹		
跌	跌	diē/dié	跌倒，暴跌		
丢	丟	diū	丢失，丢脸，丢掉		
嗲	嗲	diǎ/diē	嗲声嗲气	撒娇的声音或姿态	
典	典	diǎn	典礼，古典		
碘	碘	diǎn		化学元素53	
点	點	diǎn	点名，糕点，有点		
踮	踮	diǎn/diàn	踮脚	抬起脚跟而脚尖着地	
屌	屌	diǎo		俗称男性外生殖器	
缎	緞	duàn	缎带，绸缎		
段	段	duàn	段落，阶段		
煅	煅	duàn		中药制法，放在火里烧	
断	斷	duàn			
锻	鍛	duàn	锻炼，锻铁，锻造		
对	對	duì	对待，面对		
队	隊	duì	队伍，排队		
兑	兌	duì	兑换，汇兑		
惰	惰	duò	懒惰		
堕	墮	duò	堕落		
剁	剁	duò	剁肉		
舵	舵	duò	舵手		
驮	馱	duò	驮子，一驮粮，一驮货	（名词、量词）用于牲口载的货	
跺	跺	duò	跺脚		跥
铎	鐸	duó			
夺	奪	duó	夺走，抢夺		
度	度	duó	忖度，揣度，测度，度德量力，以己度人	计算，推测，估计	
踱	踱	duó/duò	踱方步，踱来踱去	一步一步慢慢地行走	
端	端	duān	端茶，末端		
堆	堆	duī	堆积，土堆		
多	多	duō	多少，多数，过多		
哆	哆	duō	哆嗦	发抖	
咄	咄	duō/duò	咄咄，咄咄逼人	斥责，呵叱，惊叹	
多	多	duō/duó	多么		
掇	掇	duō/duó	掇拾，掂掇	拾取；用双手拿；扭转	
短	短	duǎn			
朵	朵	duǒ	花朵		朶
躲	躲	duǒ	躲避		
亸	嚲	duǒ	亸避	下垂	
埵	埵	duǒ			
大	大	dà	大人，长大		
戴	戴	dài	戴帽，爱戴		
叇	靆	dài	叆叇	云彩很厚的样子	
大	大	dài	大夫，大王，大黄，大城		
甙	甙	dài		一种有机化合物，也叫糖苷	
玳	玳	dài	玳瑁		
殆	殆	dài	殆尽，危殆		
岱	岱	dài	岱山，岱岳	泰山的别称	
黛	黛	dài	黛绿，粉黛	一种青黑色的颜料	
怠	怠	dài	怠慢		
逮	逮	dài	逮捕		
待	待	dài	待遇，等待	等候，对待	
袋	袋	dài	袋子，口袋		
代	代	dài	代表，时代		
贷	貸	dài	贷款，高利贷		
带	帶	dài			
旦	旦	dàn	旦夕，旦角，元旦，一旦		
蛋	蛋	dàn	蛋白，鸡蛋		
但	但	dàn	但是，不但		
淡	淡	dàn	淡水，冷淡		
弹	彈	dàn	弹头，弹丸，弹弓，弹道，弹药，子弹，导弹，炮弹，炸弹，中弹，原子弹，手榴弹	（名词）弹弓或枪械发射的小丸；炸弹之类的爆炸物	
诞	誕	dàn	诞生，怪诞		
担	擔	dàn	担子，扁担，重担，货郎担，挑重担，勇挑重担，生活重担	挑东西的工具；肩负的责任、工作、任务	
惮	憚	dàn	肆无忌惮		
疍	疍	dàn	疍民	沿海一带的水上居民	
氮	氮	dàn			
石	石	dàn	一石米	市制容量单位	
瘅	癉	dàn	瘅恶，卒瘅，彰善瘅恶	憎恨	
澹	澹	dàn	澹灾	消除	
窞	窞	dàn		深洞	
萏	萏	dàn	菡萏	荷花	
当	當	dàng	当成，当日，当真，当铺，上当，不当，妥当，恰当，适当，失当，勾当，当作，便当，停当，典当	合适，抵得上，认为，作为，圈套，事情发生的同一时间，典押，抵押	
荡	蕩	dàng	荡漾，放荡，浪荡，淫荡，水荡		
荡	盪	dàng	荡涤，动荡，飘荡，震荡，扫荡，游荡		
宕	宕	dàng	延宕，跌宕	拖延	
菪	菪	dàng	莨菪		
砀	碭	dàng	砀山	（地名）	
档	檔	dàng/dǎng	档案，搭档		
道	道	dào	道德，街道		
倒	倒	dào	倒是，倒车，倒立，倒数，倒退，倒序，倒水，倒不如，倒垃圾，倒过来，喝倒彩，倒背如流，本末倒置	相反的，反面的，位置弄反了的；向后；使容器里的东西出来；跟意料相反	
盗	盜	dào	盗窃，偷盗		
到	到	dào	到达，看到		
稻	稻	dào	稻草		
悼	悼	dào	悼念，哀悼		
答	答	dá	答辩，答话，回答		
达	達	dá	达成，到达		
沓	沓	dá	一沓纸，一沓钞票	量词，用于叠起来的薄薄的东西	
鞑	韃	dá	鞑靼		
妲	妲	dá	妲己		
打	打	dá	一打鸡蛋，一打铅笔	（量词）指十二个	
靼	靼	dá	鞑靼		
荙	薘	dá	莙荙菜	一种蔬菜	
叨	叨	dáo	叨咕	小声唠叨	
凳	凳	dèng	凳子，板凳		櫈
镫	鐙	dèng	镫子，马镫	挂在马鞍两旁的东西，骑马人放脚用	
瞪	瞪	dèng	瞪眼，目瞪口呆		
邓	鄧	dèng			
磴	磴	dèng	磴道，危磴	山路的石级，石头台阶	
德	德	dé	德行，道德		
得	得	dé	得到，获得	获取，拿到	
棣	棣	dì			
蒂	蒂	dì	烟蒂，芥蒂		
地	地	dì	地方，土地		
第	第	dì			
帝	帝	dì	帝国，皇帝		
的	的	dì	目的，标的，一言中的，众矢之的，无的放矢	箭靶的中心	
递	遞	dì	递送，快递		
弟	弟	dì	弟弟，兄弟		
谛	諦	dì	谛听	仔细	
缔	締	dì	缔造，取缔		
碲	碲	dì		化学元素52	
娣	娣	dì			
啶	啶	dìng	嘧啶，吖啶，吡啶	（音译用字）	
订	訂	dìng	订阅，修订		
定	定	dìng	定义，一定		
钉	釘	dìng	钉钉子，钉马掌，钉扣子	（动词）用钉子固定别的东西	
锭	錠	dìng	锭子，纺锭	纺纱机绕纱的几件；金属、药物等的块状物	
碇	碇	dìng	下碇，起碇	系船的石墩	
腚	腚	dìng	光腚	（方言）臀部，屁股	
翟	翟	dí	墨翟	（古）长尾野鸡的羽毛	
嫡	嫡	dí	嫡子，嫡系	正妻，正妻所生的	
迪	迪	dí	迪斯科		
涤	滌	dí	洗涤		
狄	狄	dí			
笛	笛	dí	吹笛		
敌	敵	dí	敌人，宿敌		
籴	糴	dí	籴粮食，籴米	买进粮食	
的	的	dí	的确，的当	确实，实在	
荻	荻	dí		一种植物	
頔	頔	dí		美好	
恫	恫	dòng	恫吓		
动	動	dòng	动物，行动		
洞	洞	dòng	洞穴，山洞		
冻	凍	dòng	冻结，冰冻		
栋	棟	dòng	栋梁，栋宇		
胴	胴	dòng	胴体	体腔，躯干	
侗	侗	dòng	侗族		
逗	逗	dòu	逗留，挑逗		
痘	痘	dòu	痘苗		
豆	豆	dòu	豆腐，青豆		
窦	竇	dòu			
斗	鬥	dòu	斗争，战斗，奋斗，搏斗		
读	讀	dòu	句读	（古）文章里停顿的地方	
妒	妒	dù	妒忌，嫉妒		
肚	肚	dù	肚子，饿肚		
度	度	dù	度过，度假，度量，角度，温度，长度，高度，进度，限度，制度，态度，风度，气度，程度，再度，过度，年度，度量衡，度日如年，一年一度		
渡	渡	dù	渡轮，过渡		
蠹	蠹	dù	蠹鱼，户枢不蠹		
杜	杜	dù	杜鹃，杜绝		
镀	鍍	dù	镀金，电镀		
芏	芏	dù	茳芏	席草，一种茎可用来织席等的草本植物	
炖	燉	dùn			
盾	盾	dùn	盾牌，矛盾		
钝	鈍	dùn			
顿	頓	dùn	顿首，停顿		
遁	遁	dùn	遁迹，逃遁	逃避，逃走，隐藏	
沌	沌	dùn	混沌		
读	讀	dú	读书，阅读	（动词）看书	
独	獨	dú	独特，孤独		
毒	毒	dú	毒蛇，中毒		
渎	瀆	dú	渎职，亵渎	轻慢，不尊敬	
牍	牘	dú	案牍，连篇累牍	公文，书信	
犊	犢	dú	牛犊，舐犊情深	小牛	
黩	黷	dú	黩武，穷兵黩武	滥用	
椟	櫝	dú	买椟还珠	匣子	
髑	髑	dú	髑髅	骷髅，死人的骨头	
答	答	dā	答应，答理		
耷	耷	dā	耷拉	耳朵大	
搭	搭	dā	搭船，搭载		
哒	噠	dā	嚈哒，哒嗪	（译音用字）	
呆	呆	dāi	呆子，发呆		獃
待	待	dāi	待会儿，待不住，待在家里	停留，逗留	呆
丹	丹	dān	丹田，牡丹		
单	單	dān	单薄，单独，单纯，单程，简单，帐单，床单	一个，独自，不复杂	
担	擔	dān	担米，担柴，担水，担当，担心，担负，担任，担忧，担保，担待，负担，承担，分担，担风险，担当重任，担负责任	用肩膀挑，负责，负起，承当；忧虑，记挂，操心	
耽	耽	dān	耽误，耽搁	拖延	
郸	鄲	dān	邯郸	（地名）	
眈	眈	dān	虎视眈眈	眼睛注视的样子	
聃	聃	dān	聃周，老聃	（用于人名）	
儋	儋	dān	儋县，儋州	（地名）	
瘅	癉	dān	瘅疟，瘅热	中医指疟疾的一种	
殚	殫	dān	殚精竭虑	尽，竭尽	
当	當	dāng	当下，当中，当然，当心，当时，当代，当众，当兵，当官，当家，当初，当地，当头，当局，当选，当道，当面，应当，担当，敢当，正当，相当，当老师，不敢当	担任，执掌，承担，面向，阻拦，应该，正在	
当	噹	dāng	叮当，当啷	象声词	
铛	鐺	dāng	锒铛入狱	撞击金属的声音	
裆	襠	dāng	裤裆，开裆裤	裤腿相连的地方	
刀	刀	dāo	刀叉，剪刀		
叨	叨	dāo	叨念，叨叨，唠叨，絮叨，念叨，磨叨，絮絮叨叨	罗嗦，话多	
灯	燈	dēng	灯光，开灯		
登	登	dēng	登记，刊登		
噔	噔	dēng	噔噔地响	（象声词）	
蹬	蹬	dēng/dèng			
得	得	děi		必须，须要	
等	等	děng	等待，平等		
戥	戥	děng	戥子，戥秤	一种小秤	等
滴	滴	dī			
低	低	dī	低调，低头，降低		
提	提	dī	提溜	垂手拿着	
的	的	dī/dí	的哥，打的，的士	的士的简称，指出租汽车	
堤	堤	dī/tí	堤坝，河堤	一种防洪的建筑物	隄
提	提	dī/tí	提防	小心防备	
仃	仃	dīng	孤苦伶仃		
丁	丁	dīng	丁点，男丁		
钉	釘	dīng	钉子，眼中钉	（名词）指钉子；（动词）监视，盯	
盯	盯	dīng	盯住，盯视，盯紧		
町	町	dīng		（地名）	
叮	叮	dīng			
玎	玎	dīng			
冬	冬	dōng	冬眠，严冬		
咚	咚	dōng	黑咕隆咚	（象声词）	
氡	氡	dōng		化学元素86	
东	東	dōng	东方，股东		
兜	兜	dōu	兜圈，肚兜		
都	都	dōu	全都	全部，所有	
督	督	dū	督察，监督		
都	都	dū	都市，首都	首都	
嘟	嘟	dū	嘟嘴，嘟囔，嘟噜		
惇	惇	dūn	惇朴，惇笃	敦厚	
敦	敦	dūn	敦促，敦厚，敦煌，伦敦		
墩	墩	dūn	土墩，门墩，桥墩	量词，也指土堆或厚粗的木头、石头等	
蹲	蹲	dūn	蹲下，蹲坐		
吨	噸	dūn/dùn			
打	打	dǎ	打鼓，打扫，打更，打碎，打人，打架，打仗，打猎，打开，打赌，打算，敲打，拍打，攻打，殴打，打招呼，打擂台，打喷嚏，打呵欠，打草惊蛇，打抱不平，打退堂鼓，精打细算，一网打尽，趁火打劫，无精打采	拍，敲，捶，敲击，拍打；也表示某些特定的动作、活动、行动等	
傣	傣	dǎi	傣族		
歹	歹	dǎi	歹徒，好歹		
胆	膽	dǎn	胆子，大胆		
疸	疸	dǎn	黄疸		
掸	撢	dǎn	掸子，掸土	拂尘用具，以鸡毛或不条作成；用掸子扫去灰尘	撣
掸	撣	dǎn	掸掸	儆戒；恭敬	
亶	亶	dǎn	亶厚，亶信	实在，忠厚，诚然	
挡	擋	dǎng	阻挡		
党	黨	dǎng	党员，死党		
岛	島	dǎo	岛屿，冰岛		
捣	搗	dǎo	捣乱，捣蛋		
倒	倒	dǎo	倒塌，倒向，倒霉，倒闭，倒换，倒胃口，摔倒，跌倒，滑倒，颠倒，排山倒海	竖立的东西落下来；转换，更换，调转	
导	導	dǎo	导致，辅导		
祷	禱	dǎo	祷告，祈祷		
蹈	蹈	dǎo/dào	舞蹈		
骶	骶	dǐ	骶骨	尾骨	
邸	邸	dǐ	官邸		
柢	柢	dǐ	根柢，根深柢固		
诋	詆	dǐ	诋毁		
底	底	dǐ	底部，海底		
抵	抵	dǐ	抵抗，抵达		
鼎	鼎	dǐng			
顶	頂	dǐng	顶尖，屋顶		
酊	酊	dǐng	酩酊大醉		
懂	懂	dǒng	懂事，易懂		
董	董	dǒng	董事，古董		
蚪	蚪	dǒu	蝌蚪		
抖	抖	dǒu	抖擞，发抖		
陡	陡	dǒu	陡峭		
斗	斗	dǒu	斗笠，烟斗，熨斗，漏斗，筋斗，北斗星		
赌	賭	dǔ	赌场，打赌		
笃	篤	dǔ	笃信，笃定	忠诚	
睹	睹	dǔ	目睹，先睹为快		
堵	堵	dǔ	堵塞		
盹	盹	dǔn			
珐	琺	fà	珐琅质		
发	髮	fà/fǎ	发型，头发		
贩	販	fàn	贩卖，小贩		
范	範	fàn	范围，模范		
饭	飯	fàn	饭馆，白饭		
犯	犯	fàn	犯错，罪犯		
梵	梵	fàn	梵文		
范	范	fàn		（姓）	
泛	泛	fàn			氾，汎
放	放	fàng	放手，开放		
阀	閥	fá	财阀，军阀		
筏	筏	fá	木筏		
乏	乏	fá	乏味，贫乏		
罚	罰	fá	罚款，处罚		
伐	伐	fá/fā	伐木，砍伐		
凡	凡	fán	凡人，平凡		
烦	煩	fán	烦恼，麻烦		
繁	繁	fán	繁忙，频繁		
樊	樊	fán	樊篱		
钒	釩	fán		化学元素23	
蕃	蕃	fán	蕃茂，蕃昌	草木茂盛	
矾	礬	fán	明矾，胆矾		
璠	璠	fán	璠玛，玙璠	美玉，宝玉	
房	房	fáng	房子，卧房		
防	防	fáng	防止，预防		
肪	肪	fáng	脂肪		
妨	妨	fáng	妨碍，不妨		
费	費	fèi	费用，浪费		
狒	狒	fèi	狒狒		
沸	沸	fèi	沸腾，煮沸		
吠	吠	fèi	吠叫，狗吠		
废	廢	fèi	废铁，残废		
肺	肺	fèi	肺脏，肺腑		
奋	奮	fèn	奋斗，兴奋		
分	分	fèn	分量，部分，成分，身分，过分，本分，名分，缘分，情分，糖分，养分	整体中的局部	份
愤	憤	fèn	愤怒，义愤		
粪	糞	fèn			
份	份	fèn	股份，省份，县份，年份，月份，一份报纸，一份工作，一份礼物，一份薪水	整体中的一个单位；（量词）用于报刊、文件、定量事物等	
忿	忿	fèn	忿忿不平，不忿		
凤	鳳	fèng	凤凰，龙凤		
奉	奉	fèng	奉献，信奉		
缝	縫	fèng	缝子，缝隙，裂缝，门缝	（名词）空隙，细长的口子；接合的地方	
俸	俸	fèng	俸禄，年俸，薪俸	官吏的薪金	
肥	肥	féi	肥胖，施肥		
腓	腓	féi	腓骨	腿肚子，胫骨后的肉	
焚	焚	fén	焚烧，自焚		
汾	汾	fén	汾河	（水名）	
坟	墳	fén/fèn	坟墓，坟场		
逢	逢	féng	逢迎，相逢		
缝	縫	féng	缝纫，缝补，缝上，裁缝	（动词）用针线连结	
冯	馮	féng		（姓）	
佛	佛	fó	佛教，活佛		
否	否	fóu	否认，否定，否决，否则，是否，可否，与否	不然，反对，不同意	
腹	腹	fù	腹部，剖腹		
负	負	fù	负面，欺负		
蝮	蝮	fù	蝮蛇		
覆	覆	fù	覆舟，覆灭，颠覆，倾覆	倾跌，翻倒；回答；罩住，盖住；失败，毁灭；再次，再来	
讣	訃	fù	讣闻，讣告		
馥	馥	fù	馥郁		
付	付	fù	付帐，应付		
富	富	fù	富有，财富		
赴	赴	fù	赴约，赴会，赴考		
复	復	fù	复习，复仇，康复，报复	去而又来，失而又得；回答；报	
赋	賦	fù	赋予，天赋		
傅	傅	fù	师傅		
副	副	fù	副词，副作用，副总统		
