啊	啊	a·	不错啊，多美啊，快来啊，很好啊，小心啊	（助词）表示赞叹、惊叹、疑问、肯定、辩解、催促，停顿、列举等语气	
查	查	chá	查看，检查	察看，核对	
察	察	chá	察觉，考察		
搽	搽	chá		涂抹	
茬	茬	chá	找茬		
碴	碴	chá	找碴，话碴	小碎片；借口，毛病	
槎	槎	chá	泛槎，星槎	木筏	
猹	猹	chá		一种野兽	
嵖	嵖	chá	嵖岈	（山名）	
檫	檫	chá		一种树木	
垞	垞	chá		小山丘，小土山	
豺	豺	chái	豺狼		
侪	儕	chái	同侪	同辈，同类的人	
柴	柴	chái	柴油，火柴		
禅	禪	chán	禅宗，坐禅	指与佛教有关的事物	
蟾	蟾	chán	蟾蜍，蟾宫	癞蛤蟆	
缠	纏	chán	缠绕，盘缠		
谗	讒	chán	谗言，谗害	诋毁，说别人坏话	
潺	潺	chán	潺潺流水，溪水潺潺	流水声	
馋	饞	chán	馋嘴，眼馋	贪吃	
蝉	蟬	chán	蝉蜕，蝉联		
孱	孱	chán	孱弱	软弱，弱小	
单	單	chán	单于	匈奴君主的称号	
澶	澶	chán	澶渊	（古地名）	
肠	腸	cháng	肠道，心肠		
长	長	cháng	长度，长远，专长，擅长		
嫦	嫦	cháng	嫦娥	传说中月宫的女人	
尝	嚐	cháng	尝鲜，品尝		
场	場	cháng	一场，一场梦	（量词）	
偿	償	cháng	偿还，赔偿		
徜	徜	cháng	徜徉	悠闲漫步	
常	常	cháng	常常，正常		
尝	嘗	cháng	尝试，未尝		
苌	萇	cháng	苌楚	（古）羊桃、猕猴桃的别名	
嘲	嘲	cháu	嘲笑，讥嘲		
巢	巢	cháu	巢穴，鸟巢		
潮	潮	cháu	潮水，高潮		
朝	朝	cháu	朝向，朝天，朝阳，王朝，朝廷	向，面对着	
撤	撤	chè	撤退，撤离		
澈	澈	chè	清澈		
彻	徹	chè	彻底		
掣	掣	chè	掣肘，牵掣，风驰电掣	拽，拉；迅疾，闪过	
趁	趁	chèn	趁热，趁机		
衬	襯	chèn	衬衫，衬托		
谶	讖	chèn	谶言	将来要应验的预言	
龀	齔	chèn		儿童换牙	
称	稱	chèn/chèng	称职，称心，称体，对称，市称，磅称，匀称，称心如意	适合，相等，相当	
秤	秤	chèng	磅秤，天秤座		稱
忱	忱	chén	热忱		
陈	陳	chén	陈旧，陈述，陈列		
晨	晨	chén	晨练，早晨		
臣	臣	chén			
辰	辰	chén	诞辰，星辰，时辰		
沉	沉	chén	沉默，下沉		沈
尘	塵	chén	尘土，红尘		
梣	梣	chén	梣树	小叶白蜡树，一种落叶小乔木	
谌	諶	chén		忠诚，真诚，诚信	
成	成	chéng	成功，变成		
程	程	chéng	程度，过程		
惩	懲	chéng	惩罚		
丞	丞	chéng	丞相		
乘	乘	chéng	乘客，搭乘		
城	城	chéng	城市，长城		
盛	盛	chéng	盛饭，盛汤	用容器装东西	
澄	澄	chéng	澄清		
诚	誠	chéng	诚恳		
呈	呈	chéng	呈现		
承	承	chéng	承认，承受		
橙	橙	chéng	橙汁，柳橙		
埕	埕	chéng	蛏埕，酒埕	养蛏的田；酒瓮	
澂	澂	chéng	澂江	（地名）	澄
晟	晟	chéng		（姓）	
宬	宬	chéng	皇史宬	（古）藏书室	
裎	裎	chéng	裸裎，袒裼裸裎	不穿衣服，光着身子	
珹	珹	chéng			
泣	泣	chì	哭泣，泣不成声		
气	氣	chì	气候，天气		
迄	迄	chì	迄今，迄止		
器	器	chì	器材，机器		
葺	葺	chì	修葺		
憩	憩	chì	休憩		
契	契	chì	契约，投契	用刀雕刻；所刻的文字；意志相合，投合	
汽	汽	chì	汽笛，水汽		
砌	砌	chì			
弃	棄	chì	放弃		
讫	訖	chì	收讫，验讫	完结，完毕	
碛	磧	chì	碛沙，冰碛	砂石，沙漠，积成浅滩的沙石	
槭	槭	chì/tsù	槭树	一种落叶小乔木	
沁	沁	chìn	沁人心脾	渗入	
庆	慶	chìng	庆祝，欢庆		
罄	罄	chìng	罄竹难书		
磬	磬	chìng	磬石		
亲	親	chìng	亲家，亲家公，亲家母	指两家儿女相婚配的亲戚关系	
崎	崎	chí	崎岖，崎岖不平		
祈	祈	chí	祈祷		
脐	臍	chí	脐带，肚脐		
俟	俟	chí	万俟	（姓）	
岐	岐	chí	岐山	（地名）	
棋	棋	chí	棋盘，下棋		
耆	耆	chí	耆老，耆宿		
萁	萁	chí			
麒	麒	chí	麒麟		
旂	旂	chí			
旗	旗	chí	旗帜，国旗		
祺	祺	chí		吉祥	
琦	琦	chí			
淇	淇	chí	冰淇淋		
鳍	鰭	chí	鱼鳍，背鳍，尾鳍		
骑	騎	chí	骑马，骑车，骑墙	指骑马，也泛指两腿跨在东西上	
其	其	chí	其他，极其		
琪	琪	chí			
歧	歧	chí	歧视，分歧		
畦	畦	chí			
奇	奇	chí	奇怪，奇迹，奇兵，稀奇，惊奇，不足为奇	特别，怪异，罕见，特殊，不寻常	
齐	齊	chí	齐全，整齐		
蕲	蘄	chí	蕲春	（水名，地名）祈求	
祁	祁	chí	祁山，祁阳	（地名，姓）	
圻	圻	chí		边界，地界；方圆千里之地	
祇	祇	chí	神祇	（古）地神	祗
荠	薺	chí	荸荠	一种可供食用的草本植物	
蛴	蠐	chí	蛴螬		
锜	錡	chí			
骑	騎	chí/jì	骑士，骑兵，骑哨，轻骑，铁骑，坐骑，车骑，骑从，骑手，单骑，边骑，探骑，突骑，胡骑，骁骑，枭骑，骠骑，精骑，骑置，驿骑，一骑，千骑	指马兵，骑兵，或骑马的人	
琴	琴	chín	琴弦，钢琴		琹
勤	勤	chín	勤奋，值勤		
秦	秦	chín	秦国，秦始皇		
禽	禽	chín	禽兽，飞禽		
擒	擒	chín	擒拿，擒捉，欲擒故纵		
噙	噙	chín			
芹	芹	chín	芹菜，香芹		
螓	螓	chín	螓首，螓首蛾眉	一种蝉	
嗪	嗪	chín	吖嗪，哌嗪，哒嗪	（译音用字）	
情	情	chíng	情节，心情		
氰	氰	chíng			
晴	晴	chíng	晴天，放晴		
擎	擎	chíng	擎天大柱		
黥	黥	chíng	黥字，黥面	在犯人脸上刺字	
臭	臭	chòu	臭味，发臭	恶劣的气味	
仇	仇	chóu	仇人，仇恨，仇敌，结仇，恩仇，报仇，深仇大恨，恩将仇报，疾恶如仇	敌人，怨恨，敌意，报复	
酬	酬	chóu	酬金，报酬		
愁	愁	chóu	愁闷，忧愁		
筹	籌	chóu	筹备，筹款，筹募		
绸	綢	chóu	绸缎，丝绸		
畴	疇	chóu	范畴	种类，同类	
惆	惆	chóu	惆怅		
踌	躊	chóu	踌躇		
稠	稠	chóu	稠密		
俦	儔	chóu	俦侣，俦伴	伴侣，同伴，同类，同辈	
畜	畜	chù	畜类，牲畜，家畜	（名词）人所饲养的禽兽	
矗	矗	chù	矗立		
触	觸	chù	触摸，接触		
处	處	chù	处所，处长，好处，远处，到处	（名词）地方	
搐	搐	chù	抽搐	牵动	
怵	怵	chù	怵惕，发怵	恐惧	
黜	黜	chù	罢黜		
亍	亍	chù	彳亍	小步，走路时右脚前行	
憷	憷	chù	憷头，发憷	害怕，恐惧，畏缩	
铳	銃	chùng	火铳，鸟铳	枪械，火枪	
躇	躇	chú	踌躇		
锄	鋤	chú	锄头，锄草，锄奸		
蜍	蜍	chú	蟾蜍		
刍	芻	chú	反刍动物	喂牲畜的草	
橱	櫥	chú	橱窗，壁橱		
厨	廚	chú	厨房，下厨		
雏	雛	chú	雏菊，雏形		
除	除	chú	除非，解除		
滁	滁	chú	滁河，滁州	（水名，地名）	
重	重	chúng	重新，重复，重来，重叠，重建，重申，重演，重逢，重温，重围，重洋，重重，双重，九重天，重整旗鼓，重蹈覆辙，重见天日，旧地重游，卷土重来	再，另，又一次	
崇	崇	chúng	崇拜，崇高		
虫	蟲	chúng			
插	插	chā	插入，穿插	放入	
叉	叉	chā	叉子，叉腰，叉手，叉儿，交叉，刀叉，鱼叉，钢叉，三叉戟	一种前端有几个长齿的长柄器具；用叉子扎；交错	
差	差	chā	差别，差异，差错，差距，偏差，时差	不同，不同点，错误	
杈	杈	chā		一种叉形农具，用以堆柴草	
碴	碴	chā	胡子拉碴	多日没刮脸的样子	
锸	鍤	chā		一种掘土的工具，铁锹	
拆	拆	chāi	拆开，拆卸，拆穿		
钗	釵	chāi			
差	差	chāi	差遣，差役，差使，差事，兼差，出差，邮差，当差	派遣去作事	
掺	摻	chān	掺和		
搀	攙	chān	搀扶，搀和	扶助，混合	
猖	猖	chāng	猖狂，猖獗		
伥	倀	chāng	为虎作伥		
昌	昌	chāng	昌盛		
菖	菖	chāng	菖蒲		
鲳	鯧	chāng	鲳鱼		
娼	娼	chāng	娼妓	妓女	
钞	鈔	chāu			
抄	抄	chāu	抄写，手抄		
超	超	chāu	超越，高超		
焯	焯	chāu	焯菠菜	在开水中略煮一下	
车	車	chē	汽车，马车，公车，火车，纺车，水车，风车	指有轮子的运输工具	
车	車	chē/jyū	车马，车驾，车骑，车辙，车载斗量，车笠之盟，车在马前，车殆马烦，车怠马烦，轻车熟路，前车之鉴，辅车相依，辅车唇齿，杯水车薪，闭门造车，学富五车，安步当车	（用于古汉语）	
伡	俥	chē/jyū	大伡		車
嗔	嗔	chēn	嗔怪，嗔责	生气，怒	
琛	琛	chēn		珍宝	
瞋	瞋	chēn	瞋目	睁着眼睛怒视	
郴	郴	chēn	郴州	（地名）	
蛏	蟶	chēng	蛏子	一种介壳软体动物	
撑	撐	chēng	撑伞，支撑		
瞠	瞠	chēng	瞠目，瞠目结舌	瞪着眼睛	
称	稱	chēng	称呼，声称，名称，简称，自称，俗称，称一称	叫，叫做；测定重量	
琤	琤	chēng	琮琤	玉石或其他物体的相击声	
扯	扯	chě	扯谈，拉扯		
碜	磣	chěn	寒碜，牙碜	食物里面有沙子	
骋	騁	chěng	驰骋		
逞	逞	chěng	逞强，得逞		
凄	淒	chī	凄惨，凄凉	寒冷；悲伤	
悽	悽	chī			
柒	柒	chī		数字“七”的大写	
七	七	chī		（数字）	
漆	漆	chī	油漆		
沏	沏	chī	沏茶		
戚	戚	chī	戚友，亲戚		
栖	棲	chī	栖息，两栖		
妻	妻	chī	妻子		
欺	欺	chī	欺负		
娸	娸	chī	丑化		
期	期	chī/chí	期间，期限，期待，期望，期刊，期末，期满，时期，到期，长期，假期，定期，星期，如期，过期，学期，周期，初期，不期而遇，遥遥无期	限定的时间	
蹊	蹊	chī/syī	蹊跷，跷蹊	奇怪，可疑	
亲	親	chīn	亲戚，探亲		
钦	欽	chīn	钦佩，钦赐，钦差		
侵	侵	chīn	侵犯，入侵		
衾	衾	chīn	衾枕，衾衣，衾褥	被子	
轻	輕	chīng	轻松，年轻		
卿	卿	chīng	卿卿我我，国务卿		
蜻	蜻	chīng	蜻蜓		
清	清	chīng	清楚，冷清		
青	青	chīng	青春，青年		
氢	氫	chīng	氢气		
倾	傾	chīng	倾斜，倾听		
鲭	鯖	chīng	鲭魚		
抽	抽	chōu	抽烟，抽奖，抽象		
出	出	chū	出来，说出		
出	齣	chū	一出戏		
初	初	chū	初级，起初		
樗	樗	chū/shū	樗栎，山樗	臭椿，一种落叶乔木	
冲	衝	chūng	冲动，冲突		
涌	涌	chūng	河涌，虾涌	（地名，方言）小河，河汊	
充	充	chūng	充分，充满，充斥		
忡	忡	chūng	怔忡，忧心忡忡		
冲	沖	chūng	冲洗		
憧	憧	chūng	憧憬	憧憬：向往	
舂	舂	chūng			
叉	叉	chǎ	叉开，叉腿，叉开双腿	分开成叉形	
蹅	蹅	chǎ		踩，踏	
衩	衩	chǎ	裤衩	贴身的短裤	
镲	鑔	chǎ		一种打击乐器	
产	產	chǎn	产品，生产		
铲	鏟	chǎn	铲子，铲土，铁铲		
谄	諂	chǎn	谄媚，谄谀		
阐	闡	chǎn	阐释，阐明，阐述		
氅	氅	chǎng	大氅	大衣	
场	場	chǎng	场合，广场		
厂	廠	chǎng	工厂，厂商		
敞	敞	chǎng	敞开，宽敞		
昶	昶	chǎng			
炒	炒	chǎu	炒菜，小炒		
吵	吵	chǎu	吵架，争吵		
绮	綺	chǐ	绮丽	美丽	
启	啟	chǐ	启动，开启		啓
起	起	chǐ	起来，想起		
乞	乞	chǐ	乞丐		
杞	杞	chǐ	杞人忧天，枸杞		
岂	豈	chǐ	岂能，岂非，岂有此理		
稽	稽	chǐ	稽首	古时的一种类似磕头的礼节	
企	企	chǐ/chì	企业，企图		
寝	寢	chǐn	寝室，就寝		
顷	頃	chǐng	顷刻，公顷		
请	請	chǐng	请求，邀请		
丑	丑	chǒu	丑角，小丑		
丑	醜	chǒu	丑陋，出丑		
瞅	瞅	chǒu	瞅见，瞅得见，瞅不见，瞅空儿	（方言）看，看见，顾视，理睬	偢
处	處	chǔ	处理，处罚，惩处，相处	（动词）	
褚	褚	chǔ		（姓）	
楚	楚	chǔ	楚楚可怜，清楚，苦楚		
杵	杵	chǔ			
础	礎	chǔ	基础		
储	儲	chǔ/chú	储存，积蓄		
宠	寵	chǔng	宠物，宠坏		
跶	躂	da·	蹓跶，蹦跶		
瘩	瘩	da·	疙瘩		
繨	繨	da·	纥繨		
地	地	de·			
得	得	de·		（助词）	
的	的	de·	你的，他的		
缎	緞	dwàn	缎带，绸缎		
段	段	dwàn	段落，阶段		
煅	煅	dwàn		中药制法，放在火里烧	
断	斷	dwàn			
锻	鍛	dwàn	锻炼，锻铁，锻造		
对	對	dwèi	对待，面对		
队	隊	dwèi	队伍，排队		
兑	兌	dwèi	兑换，汇兑		
炖	燉	dwèn			
盾	盾	dwèn	盾牌，矛盾		
钝	鈍	dwèn			
顿	頓	dwèn	顿首，停顿		
遁	遁	dwèn	遁迹，逃遁	逃避，逃走，隐藏	
沌	沌	dwèn	混沌		
惰	惰	dwò	懒惰		
堕	墮	dwò	堕落		
剁	剁	dwò	剁肉		
舵	舵	dwò	舵手		
驮	馱	dwò	驮子，一驮粮，一驮货	（名词、量词）用于牲口载的货	
跺	跺	dwò	跺脚		跥
铎	鐸	dwó			
夺	奪	dwó	夺走，抢夺		
度	度	dwó	忖度，揣度，测度，度德量力，以己度人	计算，推测，估计	
踱	踱	dwó/dwò	踱方步，踱来踱去	一步一步慢慢地行走	
端	端	dwān	端茶，末端		
堆	堆	dwēi	堆积，土堆		
惇	惇	dwēn	惇朴，惇笃	敦厚	
敦	敦	dwēn	敦促，敦厚，敦煌，伦敦		
墩	墩	dwēn	土墩，门墩，桥墩	量词，也指土堆或厚粗的木头、石头等	
蹲	蹲	dwēn	蹲下，蹲坐		
吨	噸	dwēn/dwèn			
盹	盹	dwěn			
多	多	dwō	多少，多数，过多		
哆	哆	dwō	哆嗦	发抖	
咄	咄	dwō/dwò	咄咄，咄咄逼人	斥责，呵叱，惊叹	
多	多	dwō/dwó	多么		
掇	掇	dwō/dwó	掇拾，掂掇	拾取；用双手拿；扭转	
短	短	dwǎn			
朵	朵	dwǒ	花朵		朶
躲	躲	dwǒ	躲避		
亸	嚲	dwǒ	亸避	下垂	
埵	埵	dwǒ			
奠	奠	dyàn	奠定		
店	店	dyàn	店铺，书店		
甸	甸	dyàn	缅甸		
殿	殿	dyàn	神殿		
钿	鈿	dyàn	钿镜，宝钿，螺钿，翠钿，金钿	把金属、宝石等镶嵌在物体上面作装饰	
玷	玷	dyàn	玷污	缺点，污点	
电	電	dyàn	电力，闪电		
惦	惦	dyàn	惦记		
佃	佃	dyàn	佃农		
垫	墊	dyàn	垫底，床垫		
淀	澱	dyàn	淀粉，沉淀		
靛	靛	dyàn	靛青，蓝靛	一种蓝色染料	
掉	掉	dyàu			
吊	弔	dyàu	吊唁，吊孝，吊丧	祭奠死者	
钓	釣	dyàu	钓鱼		
调	調	dyàu	调查，调动，调职，调遣，调离，调配，调子，曲调，腔调，低调，强调，声调，论调，情调，步调，单调		
吊	吊	dyàu	悬吊，吊桥，吊销	悬挂，悬挂的；收回，扣留	
铞	銱	dyàu	钌铞儿	扣住门窗等的铁片	
碟	碟	dyé	碟子，飞碟		
叠	疊	dyé	叠韵，重叠		
谍	諜	dyé	谍报，间谍		
蝶	蝶	dyé	蝶泳，蝴蝶		
牒	牒	dyé	牒文，最后通牒		
迭	迭	dyé	迭代，更迭		
耋	耋	dyé	耄耋之年	年老，指七十或八十岁	
鲽	鰈	dyé	鹣鲽情深	比目鱼的一种	
喋	喋	dyé	喋血，喋喋不休		
瓞	瓞	dyé	瓜瓞，绵绵瓜瓞	小瓜	
颠	顛	dyān	颠倒		
巅	巔	dyān	巅峰		
癫	癲	dyān	癫痫，疯癫		
滇	滇	dyān			
掂	掂	dyān	掂量，掂斤播两	用手量东西的轻重	
刁	刁	dyāu	刁难，刁钻	狡诈，狡猾	
雕	雕	dyāu	雕刻，浮雕		彫
貂	貂	dyāu	貂蝉，貂皮		
凋	凋	dyāu	凋谢		
叼	叼	dyāu			
碉	碉	dyāu	碉堡，碉楼	一种防守用的建筑物	
鲷	鯛	dyāu	真鲷，黑鲷	一种海鱼	
雕	鵰	dyāu	海雕，猛雕	鹫，一种视力极强的猛禽	
爹	爹	dyē	爹娘，老爹		
跌	跌	dyē/dyé	跌倒，暴跌		
丢	丟	dyōu	丢失，丢脸，丢掉		
嗲	嗲	dyǎ/dyē	嗲声嗲气	撒娇的声音或姿态	
典	典	dyǎn	典礼，古典		
碘	碘	dyǎn		化学元素53	
点	點	dyǎn	点名，糕点，有点		
踮	踮	dyǎn/dyàn	踮脚	抬起脚跟而脚尖着地	
屌	屌	dyǎu		俗称男性外生殖器	
恣	恣	dz`			
渍	漬	dz`	污渍，油渍，汗渍，血渍		
眦	眥	dz`	睚眦	眼角	
自	自	dz`	自己，自从，来自		
字	字	dz`	字典，文字		
咱	咱	dzan·	这咱，那咱，多咱	（方言）早晚，会儿	偺
钻	鑽	dzwàn	钻石，电钻，钻戒	（名词）穿孔的工具；钻石	
攥	攥	dzwàn	攥紧拳头	握，握住	
罪	罪	dzwèi	罪行，有罪		
醉	醉	dzwèi	醉酒，喝醉		
最	最	dzwèi			
坐	坐	dzwò			
做	做	dzwò	做人，叫做		
作	作	dzwò	作家，做作		
座	座	dzwò	座位，入座		
唑	唑	dzwò	噻唑	一种有机化合物	
酢	酢	dzwò		客人向主人敬酒	
柞	柞	dzwò	柞树，柞栎，柞蚕	一种落叶乔木	
昨	昨	dzwó	昨天，昨晚		
琢	琢	dzwó	琢磨	思索，考虑	
钻	鑽	dzwān	钻井，钻孔，钻研	（动词）穿孔；深入研究	
尊	尊	dzwēn	尊重，自尊		
遵	遵	dzwēn	遵守，遵命，遵从		
樽	樽	dzwēn			
鳟	鱒	dzwēn/dzwèn	鳟鱼		
嘴	嘴	dzwěi			
撙	撙	dzwěn	撙节	节省，节约，抑制，压制	
纂	纂	dzwǎn			
左	左	dzwǒ	左手，左边		
佐	佐	dzwǒ	佐料，辅佐		
撮	撮	dzwǒ	一撮儿，一撮头发，一撮胡子	（量词）用于成丛的毛发或野草等	
姿	姿	dz¯	姿势，姿态		
谘	諮	dz¯			
滋	滋	dz¯	滋味，滋润		
兹	茲	dz¯	今兹，来兹，兹启者，兹事体大，念兹在兹	此，这个，现在，此时，此地	
咨	咨	dz¯	咨议，咨询，咨文		
孜	孜	dz¯			
资	資	dz¯	资源，投资		
赀	貲	dz¯	花费不赀	计量	
龇	齜	dz¯	龇出牙		
辎	輜	dz¯	辎重，辎重团中尉		
吱	吱	dz¯	吱吱叫，吱喽喽	（象声词）小动物的叫声	
鼒	鼒	dz¯		上端口敛而口小的鼎	
淄	淄	dz¯	淄河	（水名）	
鲻	鯔	dz¯		一种鱼	
孳	孳	dz¯			
在	在	dzài	在意，自在		
再	再	dzài	再见，一而再		
载	載	dzài	载货，载客，上载，搭载，过载，下载，满载而归，怨声载道	用交通工具装东西	
赞	讚	dzàn	赞扬，赞美，称赞	颂扬，称扬	
赞	贊	dzàn	赞成，赞助，参赞	协助，辅助，支持	
錾	鏨	dzàn	錾子，錾刀	雕凿金石的工具；在金石上雕刻	
瓒	瓚	dzàn		古代祭祀时用的玉勺子	
暂	暫	dzàn/jàn	暂时，短暂		
藏	藏	dzàng	藏人，西藏，宝藏	指西藏	
奘	奘	dzàng			
葬	葬	dzàng	葬礼，埋葬		
脏	臟	dzàng	脏腑，内脏		
造	造	dzàu	造成，制造		
灶	灶	dzàu	灶火，炉灶		竈
噪	噪	dzàu	噪音，烦躁		
躁	躁	dzàu	暴躁，浮躁，急躁		
皂	皂	dzàu	肥皂，香皂		
燥	燥	dzàu			
慥	慥	dzàu/tsàu	慥慥	忠厚诚实的样子	
杂	雜	dzá	杂志，复杂		
砸	砸	dzá	砸坏，搞砸		
咱	咱	dzá	咱家	（旧时男性自称）我	
咱	咱	dzán	咱们	我们；（方言）我	
凿	鑿	dzáu/dzwò	凿井，确凿	挖掘，穿孔，确实	
昃	昃	dzè		太阳向西斜	
仄	仄	dzè	仄声，平仄	倾斜	
锃	鋥	dzèng	锃亮	器物经过擦亮后闪光耀眼	
赠	贈	dzèng	赠送，捐赠		
责	責	dzé	责怪，负责		
啧	嘖	dzé			
泽	澤	dzé	光泽，色泽，沼泽		
择	擇	dzé	选择，抉择		
则	則	dzé	规则，原则，否则		
咋	咋	dzé	咋舌	咬住	
赜	賾	dzé	探赜索隐	幽深，深奥，玄妙	
贼	賊	dzéi			
鲗	鰂	dzéi			
揍	揍	dzòu			
奏	奏	dzòu	奏乐，前奏		
驵	駔	dzù		骏马，壮马	
纵	縱	dzùng	纵身，纵然，纵虎归山，欲擒故纵	释放，放肆；即使	
粽	粽	dzùng	粽子		糉
纵	縱	dzùng/dzūng	纵线，纵横，纵队，纵剖面	直	
足	足	dzú	足球，满足		
卒	卒	dzú			
族	族	dzú	族群，民族		
镞	鏃	dzú/tsù	箭镞	箭头	
咂	咂	dzā	咂嘴		
扎	紮	dzā	包扎，捆扎	捆，束，绑，缠束	紥
匝	匝	dzā	匝道	周，满，环绕	
灾	災	dzāi	灾难，天灾		
栽	栽	dzāi	栽培，盆栽		
哉	哉	dzāi	悠哉，妙哉，善哉		
糌	糌	dzān	糌粑	藏族人的主食	
簪	簪	dzān	簪子		簮
赃	贓	dzāng	赃物，栽赃		
脏	髒	dzāng	脏稀稀，肮脏	不干净	
遭	遭	dzāu	遭遇，周遭		
糟	糟	dzāu	糟蹋，搞糟		蹧
增	增	dzēng	增加，激增		
憎	憎	dzēng	憎恶，憎恨		
曾	曾	dzēng		（姓）	
怎	怎	dzěn	怎么，怎样		
邹	鄒	dzōu		（姓）	
陬	陬	dzōu		角落	
诹	諏	dzōu	诹访，诹吉	商量，咨询	
租	租	dzū	租约，房租		
鬃	鬃	dzūng	鬃毛，马鬃		
踪	蹤	dzūng	踪迹，无踪		
宗	宗	dzūng	宗教，祖宗		
棕	棕	dzūng	棕榈，棕色		
枞	樅	dzūng	枞阳	（地名）	
综	綜	dzūng/dzùng	综合，综艺		
咋	咋	dzǎ	咋办，咋样，咋回事	（方言）怎，怎么	
仔	仔	dzǎi	牛仔裤	小孩，男孩，幼小动物	
载	載	dzǎi	记载，刊载，转载，连载，一年半载，千载难逢	年；记在书报上	
崽	崽	dzǎi			
宰	宰	dzǎi	宰相，主宰		
拶	拶	dzǎn	拶子，拶指	夹手指的刑具	
攒	攢	dzǎn	攒钱	积聚，储蓄	
趱	趲	dzǎn	趱行	赶路，快走	
驵	駔	dzǎng	驵侩	买卖马的经纪人	
枣	棗	dzǎu	枣子，红枣		
蚤	蚤	dzǎu	跳蚤		
藻	藻	dzǎu	藻类，海藻		
澡	澡	dzǎu	澡堂，洗澡		
早	早	dzǎu	早上，迟早		
走	走	dzǒu			
阻	阻	dzǔ	阻止，无阻		
俎	俎	dzǔ	刀俎，人为刀俎，越俎代庖		
组	組	dzǔ	组织，小组		
祖	祖	dzǔ	祖先，祭祖		
诅	詛	dzǔ	诅咒		
总	總	dzǔng			
梓	梓	dzˇ			
滓	滓	dzˇ	渣滓，沉滓	渣子，沉淀物	
姊	姊	dzˇ	姊妹		
籽	籽	dzˇ	菜籽，瓜籽，葵花籽	植物的种子	
子	子	dzˇ	子宫，孩子		
仔	仔	dzˇ	仔细，仔密	小心，细心	
紫	紫	dzˇ	紫色，紫禁城		
秭	秭	dzˇ		（数字）古代指一万亿	
大	大	dà	大人，长大		
戴	戴	dài	戴帽，爱戴		
叇	靆	dài	叆叇	云彩很厚的样子	
大	大	dài	大夫，大王，大黄，大城		
